       369           8
         7           8
         7          27
        26          27
        26          46
        45          46
        45          65
        64          65
        64          84
        84          83
        83         103
       102         103
       102         122
       121         122
       121         141
       140         141
       140         160
       159         160
       159         179
       178         179
       178         198
       197         198
       197         217
       217         216
       216         236
       236         235
       235         255
       255         254
       254         274
       273         274
       273         293
       293         292
       292         312
       312         311
       311         331
       331         330
       330         350
       350         349
       349         414
       370           8
         8          27
        27          46
        46          65
        65          84
        84         103
       103         122
       122         141
       141         160
       160         179
       179         198
       198         217
       217         236
       236         255
       255         274
       274         293
       293         312
       312         331
       331         350
       350         414
       370           9
         9           8
         8          28
        27          28
        27          47
        47          46
        46          66
        66          65
        65          85
        84          85
        84         104
       103         104
       103         123
       123         122
       122         142
       142         141
       141         161
       161         160
       160         180
       179         180
       179         199
       199         198
       198         218
       217         218
       217         237
       236         237
       236         256
       256         255
       255         275
       275         274
       274         294
       293         294
       293         313
       313         312
       312         332
       331         332
       331         351
       350         351
       350         413
       371           9
         9          28
        28          47
        47          66
        66          85
        85         104
       104         123
       123         142
       142         161
       161         180
       180         199
       199         218
       218         237
       237         256
       256         275
       275         294
       294         313
       313         332
       332         351
       351         413
       371          10
         9          10
         9          29
        28          29
        28          48
        48          47
        47          67
        67          66
        66          86
        86          85
        85         105
       105         104
       104         124
       123         124
       123         143
       143         142
       142         162
       161         162
       161         181
       180         181
       180         200
       200         199
       199         219
       218         219
       218         238
       238         237
       237         257
       256         257
       256         276
       275         276
       275         295
       294         295
       294         314
       313         314
       313         333
       333         332
       332         352
       352         351
       351         412
       372          10
        10          29
        29          48
        48          67
        67          86
        86         105
       105         124
       124         143
       143         162
       162         181
       181         200
       200         219
       219         238
       238         257
       257         276
       276         295
       295         314
       314         333
       333         352
       352         412
       372          11
        10          11
        10          30
        29          30
        29          49
        49          48
        48          68
        68          67
        67          87
        86          87
        86         106
       106         105
       105         125
       124         125
       124         144
       143         144
       143         163
       163         162
       162         182
       181         182
       181         201
       200         201
       200         220
       220         219
       219         239
       239         238
       238         258
       257         258
       257         277
       276         277
       276         296
       296         295
       295         315
       315         314
       314         334
       333         334
       333         353
       352         353
       352         411
       373          11
        11          30
        30          49
        49          68
        68          87
        87         106
       106         125
       125         144
       144         163
       163         182
       182         201
       201         220
       220         239
       239         258
       258         277
       277         296
       296         315
       315         334
       334         353
       353         411
       373          12
        11          12
        11          31
        31          30
        30          50
        50          49
        49          69
        68          69
        68          88
        87          88
        87         107
       106         107
       106         126
       126         125
       125         145
       145         144
       144         164
       163         164
       163         183
       182         183
       182         202
       202         201
       201         221
       220         221
       220         240
       240         239
       239         259
       259         258
       258         278
       277         278
       277         297
       297         296
       296         316
       316         315
       315         335
       334         335
       334         354
       353         354
       353         410
       374          12
        12          31
        31          50
        50          69
        69          88
        88         107
       107         126
       126         145
       145         164
       164         183
       183         202
       202         221
       221         240
       240         259
       259         278
       278         297
       297         316
       316         335
       335         354
       354         410
       374          13
        12          13
        12          32
        31          32
        31          51
        50          51
        50          70
        70          69
        69          89
        88          89
        88         108
       107         108
       107         127
       126         127
       126         146
       145         146
       145         165
       164         165
       164         184
       183         184
       183         203
       202         203
       202         222
       222         221
       221         241
       240         241
       240         260
       260         259
       259         279
       278         279
       278         298
       298         297
       297         317
       316         317
       316         336
       335         336
       335         355
       355         354
       354         409
       375          13
        13          32
        32          51
        51          70
        70          89
        89         108
       108         127
       127         146
       146         165
       165         184
       184         203
       203         222
       222         241
       241         260
       260         279
       279         298
       298         317
       317         336
       336         355
       355         409
       375          14
        13          14
        13          33
        33          32
        32          52
        52          51
        51          71
        71          70
        70          90
        89          90
        89         109
       109         108
       108         128
       128         127
       127         147
       146         147
       146         166
       165         166
       165         185
       185         184
       184         204
       203         204
       203         223
       222         223
       222         242
       241         242
       241         261
       261         260
       260         280
       280         279
       279         299
       299         298
       298         318
       317         318
       317         337
       337         336
       336         356
       355         356
       355         408
       376          14
        14          33
        33          52
        52          71
        71          90
        90         109
       109         128
       128         147
       147         166
       166         185
       185         204
       204         223
       223         242
       242         261
       261         280
       280         299
       299         318
       318         337
       337         356
       356         408
       376          15
        14          15
        14          34
        33          34
        33          53
        52          53
        52          72
        71          72
        71          91
        91          90
        90         110
       109         110
       109         129
       129         128
       128         148
       147         148
       147         167
       166         167
       166         186
       185         186
       185         205
       204         205
       204         224
       224         223
       223         243
       242         243
       242         262
       261         262
       261         281
       281         280
       280         300
       299         300
       299         319
       319         318
       318         338
       337         338
       337         357
       356         357
       356         407
       377          15
        15          34
        34          53
        53          72
        72          91
        91         110
       110         129
       129         148
       148         167
       167         186
       186         205
       205         224
       224         243
       243         262
       262         281
       281         300
       300         319
       319         338
       338         357
       357         407
       377          16
        16          15
        15          35
        34          35
        34          54
        53          54
        53          73
        72          73
        72          92
        92          91
        91         111
       110         111
       110         130
       129         130
       129         149
       149         148
       148         168
       168         167
       167         187
       186         187
       186         206
       205         206
       205         225
       225         224
       224         244
       243         244
       243         263
       263         262
       262         282
       282         281
       281         301
       300         301
       300         320
       319         320
       319         339
       338         339
       338         358
       358         357
       357         406
       378          16
        16          35
        35          54
        54          73
        73          92
        92         111
       111         130
       130         149
       149         168
       168         187
       187         206
       206         225
       225         244
       244         263
       263         282
       282         301
       301         320
       320         339
       339         358
       358         406
       378          17
        16          17
        16          36
        35          36
        35          55
        54          55
        54          74
        73          74
        73          93
        92          93
        92         112
       111         112
       111         131
       131         130
       130         150
       150         149
       149         169
       169         168
       168         188
       187         188
       187         207
       206         207
       206         226
       225         226
       225         245
       244         245
       244         264
       263         264
       263         283
       283         282
       282         302
       301         302
       301         321
       320         321
       320         340
       340         339
       339         359
       359         358
       358         405
       379          17
        17          36
        36          55
        55          74
        74          93
        93         112
       112         131
       131         150
       150         169
       169         188
       188         207
       207         226
       226         245
       245         264
       264         283
       283         302
       302         321
       321         340
       340         359
       359         405
       379          18
        17          18
        17          37
        37          36
        36          56
        55          56
        55          75
        75          74
        74          94
        94          93
        93         113
       112         113
       112         132
       132         131
       131         151
       151         150
       150         170
       170         169
       169         189
       188         189
       188         208
       207         208
       207         227
       227         226
       226         246
       246         245
       245         265
       264         265
       264         284
       284         283
       283         303
       302         303
       302         322
       321         322
       321         341
       341         340
       340         360
       359         360
       359         404
       380          18
        18          37
        37          56
        56          75
        75          94
        94         113
       113         132
       132         151
       151         170
       170         189
       189         208
       208         227
       227         246
       246         265
       265         284
       284         303
       303         322
       322         341
       341         360
       360         404
       380          19
        18          19
        18          38
        38          37
        37          57
        56          57
        56          76
        75          76
        75          95
        95          94
        94         114
       113         114
       113         133
       133         132
       132         152
       152         151
       151         171
       171         170
       170         190
       189         190
       189         209
       208         209
       208         228
       227         228
       227         247
       247         246
       246         266
       266         265
       265         285
       284         285
       284         304
       303         304
       303         323
       322         323
       322         342
       342         341
       341         361
       360         361
       360         403
       381          19
        19          38
        38          57
        57          76
        76          95
        95         114
       114         133
       133         152
       152         171
       171         190
       190         209
       209         228
       228         247
       247         266
       266         285
       285         304
       304         323
       323         342
       342         361
       361         403
       381         383
       383          19
        19         384
        38         384
        38         385
        57         385
        57         386
       386          76
        76         387
       387          95
        95         388
       114         388
       114         389
       133         389
       133         390
       152         390
       152         391
       171         391
       171         392
       190         392
       190         393
       209         393
       209         394
       394         228
       228         395
       247         395
       247         396
       396         266
       266         397
       285         397
       285         398
       304         398
       304         399
       323         399
       323         400
       342         400
       342         401
       401         361
       361         402
       362         441
       441         440
       440         439
       439         438
       438         437
       437         436
       436         435
       435         434
       434         433
       433         432
       432         431
       431         430
       430         429
       429         428
       428         427
       427         426
       426         425
       425         424
       424         423
       423         422
       362         363
       421         422
       363         364
       420         421
       364         365
       419         420
       365         366
       418         419
       366         367
       417         418
       367         368
       416         417
       368         369
       415         416
       369         370
       414         415
       370         371
       413         414
       371         372
       412         413
       372         373
       411         412
       373         374
       410         411
       374         375
       409         410
       375         376
       408         409
       376         377
       407         408
       377         378
       406         407
       378         379
       405         406
       379         380
       404         405
       380         381
       403         404
       381         382
       402         403
       382         383
       383         384
       384         385
       385         386
       386         387
       387         388
       388         389
       389         390
       390         391
       391         392
       392         393
       393         394
       394         395
       395         396
       396         397
       397         398
       398         399
       399         400
       400         401
       401         402
